index,condition,method,culture,model,prompt_language,metric_name,demo,_metric_value,std_value,table
39,global_gpt-4.1-mini_culture_us,global,us,gpt-4.1-mini,english,same_ratio,religion,1.7247251151322707,0.18044436377872133,homophily
40,global_gpt-4.1-nano_culture_brazil,global,brazil,gpt-4.1-nano,english,cross_ratio,age,0.8660100864859022,0.05632924590341656,homophily
41,global_gpt-4.1-nano_culture_brazil,global,brazil,gpt-4.1-nano,english,cross_ratio,gender,0.926422688001778,0.21528039503476185,homophily
42,global_gpt-4.1-nano_culture_brazil,global,brazil,gpt-4.1-nano,english,cross_ratio,political affiliation,1.04917597299775,0.08035415942415289,homophily
43,global_gpt-4.1-nano_culture_brazil,global,brazil,gpt-4.1-nano,english,cross_ratio,race/ethnicity,1.0032586694886072,0.05695242201096025,homophily
44,global_gpt-4.1-nano_culture_brazil,global,brazil,gpt-4.1-nano,english,cross_ratio,religion,0.9754160601146098,0.03811541601024052,homophily
45,global_gpt-4.1-nano_culture_brazil,global,brazil,gpt-4.1-nano,english,same_ratio,age,1.0655992524004723,0.002303553828797757,homophily
46,global_gpt-4.1-nano_culture_brazil,global,brazil,gpt-4.1-nano,english,same_ratio,gender,1.0763930826736947,0.22351907903775597,homophily
47,global_gpt-4.1-nano_culture_brazil,global,brazil,gpt-4.1-nano,english,same_ratio,political affiliation,0.9489420846079935,0.08342927700610857,homophily
48,global_gpt-4.1-nano_culture_brazil,global,brazil,gpt-4.1-nano,english,same_ratio,race/ethnicity,0.9963761347928419,0.06333502102942967,homophily
49,global_gpt-4.1-nano_culture_brazil,global,brazil,gpt-4.1-nano,english,same_ratio,religion,1.047808671555963,0.07412348930837621,homophily
50,global_gpt-4.1-nano_culture_india,global,india,gpt-4.1-nano,english,cross_ratio,age,0.9328205125852638,0.24395231093463968,homophily
51,global_gpt-4.1-nano_culture_india,global,india,gpt-4.1-nano,english,cross_ratio,gender,0.6823278356481481,0.16291486531243887,homophily
52,global_gpt-4.1-nano_culture_india,global,india,gpt-4.1-nano,english,cross_ratio,political affiliation,1.128124443554131,0.05301963072298305,homophily
53,global_gpt-4.1-nano_culture_india,global,india,gpt-4.1-nano,english,cross_ratio,race/ethnicity,0.7085823105081827,0.04709667662699485,homophily
54,global_gpt-4.1-nano_culture_india,global,india,gpt-4.1-nano,english,cross_ratio,religion,0.7555302327976926,0.06915013395024498,homophily
55,global_gpt-4.1-nano_culture_india,global,india,gpt-4.1-nano,english,same_ratio,age,1.0648297298587248,0.4475313984474925,homophily
56,global_gpt-4.1-nano_culture_india,global,india,gpt-4.1-nano,english,same_ratio,gender,1.329829335366981,0.16914954401823926,homophily
57,global_gpt-4.1-nano_culture_india,global,india,gpt-4.1-nano,english,same_ratio,political affiliation,0.8669722915511184,0.05504866817161629,homophily
58,global_gpt-4.1-nano_culture_india,global,india,gpt-4.1-nano,english,same_ratio,race/ethnicity,1.32407656848659,0.052374752455882224,homophily
59,global_gpt-4.1-nano_culture_india,global,india,gpt-4.1-nano,english,same_ratio,religion,1.4754231770833333,0.1344770633792025,homophily
60,global_gpt-4.1-nano_culture_japan,global,japan,gpt-4.1-nano,english,cross_ratio,age,0.8199994128181791,0.0724783931715903,homophily
61,global_gpt-4.1-nano_culture_japan,global,japan,gpt-4.1-nano,english,cross_ratio,gender,0.9161324786324787,0.02313583886093805,homophily
62,global_gpt-4.1-nano_culture_japan,global,japan,gpt-4.1-nano,english,cross_ratio,political affiliation,0.9079527243589743,0.24292630803984958,homophily
63,global_gpt-4.1-nano_culture_japan,global,japan,gpt-4.1-nano,english,cross_ratio,race/ethnicity,0.6726421188630491,0.05595644747761765,homophily
64,global_gpt-4.1-nano_culture_japan,global,japan,gpt-4.1-nano,english,cross_ratio,religion,0.9526936547177585,0.0981485772197026,homophily
65,global_gpt-4.1-nano_culture_japan,global,japan,gpt-4.1-nano,english,same_ratio,age,1.2628865979381443,0.2976652257572235,homophily
66,global_gpt-4.1-nano_culture_japan,global,japan,gpt-4.1-nano,english,same_ratio,gender,1.0870770937326677,0.024021237020341573,homophily
67,global_gpt-4.1-nano_culture_japan,global,japan,gpt-4.1-nano,english,same_ratio,political affiliation,1.095569883527454,0.25222298871358745,homophily
68,global_gpt-4.1-nano_culture_japan,global,japan,gpt-4.1-nano,english,same_ratio,race/ethnicity,1.3640445402298849,0.06222742866045389,homophily
69,global_gpt-4.1-nano_culture_japan,global,japan,gpt-4.1-nano,english,same_ratio,religion,1.0919971955128205,0.1908706706027389,homophily
70,global_gpt-4.1-nano_culture_us,global,us,gpt-4.1-nano,english,cross_ratio,age,0.9103167671857733,0.025782827610447017,homophily
71,global_gpt-4.1-nano_culture_us,global,us,gpt-4.1-nano,english,cross_ratio,gender,0.9471379503648525,0.10904935905797886,homophily
72,global_gpt-4.1-nano_culture_us,global,us,gpt-4.1-nano,english,cross_ratio,political affiliation,0.983510375494071,0.12345210459393821,homophily
73,global_gpt-4.1-nano_culture_us,global,us,gpt-4.1-nano,english,cross_ratio,race/ethnicity,0.9163009008180899,0.10549891480957946,homophily
74,global_gpt-4.1-nano_culture_us,global,us,gpt-4.1-nano,english,cross_ratio,religion,1.0679555470326418,0.02592138133542242,homophily
75,global_gpt-4.1-nano_culture_us,global,us,gpt-4.1-nano,english,same_ratio,age,0.9816905043260937,0.035296271828919805,homophily
76,global_gpt-4.1-nano_culture_us,global,us,gpt-4.1-nano,english,same_ratio,gender,1.0548850565263428,0.11322262903856696,homophily
77,global_gpt-4.1-nano_culture_us,global,us,gpt-4.1-nano,english,same_ratio,political affiliation,1.0171206750277864,0.12817656117573617,homophily
78,global_gpt-4.1-nano_culture_us,global,us,gpt-4.1-nano,english,same_ratio,race/ethnicity,1.0930791706419516,0.11732206905548054,homophily
79,global_gpt-4.1-nano_culture_us,global,us,gpt-4.1-nano,english,same_ratio,religion,0.867846063583156,0.050409609375858234,homophily
80,global_gpt-4.1_culture_brazil,global,brazil,gpt-4.1,english,cross_ratio,age,0.5024783631411562,0.12523598545735076,homophily
81,global_gpt-4.1_culture_brazil,global,brazil,gpt-4.1,english,cross_ratio,gender,0.5367445515399055,0.027137613080649818,homophily
82,global_gpt-4.1_culture_brazil,global,brazil,gpt-4.1,english,cross_ratio,political affiliation,0.10613280524784946,0.051818322919430004,homophily
83,global_gpt-4.1_culture_brazil,global,brazil,gpt-4.1,english,cross_ratio,race/ethnicity,0.5442509058479423,0.08600096320292906,homophily
84,global_gpt-4.1_culture_brazil,global,brazil,gpt-4.1,english,cross_ratio,religion,0.7003397020844541,0.09974933292218147,homophily
85,global_gpt-4.1_culture_brazil,global,brazil,gpt-4.1,english,same_ratio,age,2.2128455432898457,0.44254653032932406,homophily
86,global_gpt-4.1_culture_brazil,global,brazil,gpt-4.1,english,same_ratio,gender,1.4809840263545737,0.028176157341639755,homophily
87,global_gpt-4.1_culture_brazil,global,brazil,gpt-4.1,english,same_ratio,political affiliation,1.9280750907243625,0.05380138685811014,homophily
88,global_gpt-4.1_culture_brazil,global,brazil,gpt-4.1,english,same_ratio,race/ethnicity,1.5068244236690986,0.09563900218256757,homophily
89,global_gpt-4.1_culture_brazil,global,brazil,gpt-4.1,english,same_ratio,religion,1.5827528389751842,0.19398367868760796,homophily
90,global_gpt-4.1_culture_india,global,india,gpt-4.1,english,cross_ratio,age,0.37817623105782583,0.029284199261248558,homophily
91,global_gpt-4.1_culture_india,global,india,gpt-4.1,english,cross_ratio,gender,0.4461684149184149,0.0,homophily
92,global_gpt-4.1_culture_india,global,india,gpt-4.1,english,cross_ratio,political affiliation,0.0892336829836829,0.04206516156534193,homophily
93,global_gpt-4.1_culture_india,global,india,gpt-4.1,english,cross_ratio,race/ethnicity,0.4460300681230913,0.020347799082770075,homophily
94,global_gpt-4.1_culture_india,global,india,gpt-4.1,english,cross_ratio,religion,0.5850376446791774,0.21089776923241874,homophily
95,global_gpt-4.1_culture_india,global,india,gpt-4.1,english,same_ratio,age,2.6150682078517136,0.18040316712558993,homophily
96,global_gpt-4.1_culture_india,global,india,gpt-4.1,english,same_ratio,gender,1.5750264710331263,0.0,homophily
97,global_gpt-4.1_culture_india,global,india,gpt-4.1,english,same_ratio,political affiliation,1.945620934805627,0.04367497640062142,homophily
98,global_gpt-4.1_culture_india,global,india,gpt-4.1,english,same_ratio,race/ethnicity,1.6160527690700104,0.022628155876528853,homophily
99,global_gpt-4.1_culture_india,global,india,gpt-4.1,english,same_ratio,religion,1.8069820804195804,0.41013532526208374,homophily
100,global_gpt-4.1_culture_japan,global,japan,gpt-4.1,english,cross_ratio,age,0.4218523877155363,0.027717121487016032,homophily
101,global_gpt-4.1_culture_japan,global,japan,gpt-4.1,english,cross_ratio,gender,0.5659945807711645,0.011096827688956704,homophily
102,global_gpt-4.1_culture_japan,global,japan,gpt-4.1,english,cross_ratio,political affiliation,0.08379621572494869,0.009631208937585086,homophily
103,global_gpt-4.1_culture_japan,global,japan,gpt-4.1,english,cross_ratio,race/ethnicity,0.4705093128485741,0.045575387085842335,homophily
104,global_gpt-4.1_culture_japan,global,japan,gpt-4.1,english,cross_ratio,religion,0.6093402465103185,0.10400277043107936,homophily
105,global_gpt-4.1_culture_japan,global,japan,gpt-4.1,english,same_ratio,age,2.3594201095717167,0.4184373912605313,homophily
106,global_gpt-4.1_culture_japan,global,japan,gpt-4.1,english,same_ratio,gender,1.4506146116452467,0.011521498299349456,homophily
107,global_gpt-4.1_culture_japan,global,japan,gpt-4.1,english,same_ratio,political affiliation,1.951266491493564,0.009999790976794242,homophily
108,global_gpt-4.1_culture_japan,global,japan,gpt-4.1,english,same_ratio,race/ethnicity,1.5888301607114996,0.05068297356960057,homophily
109,global_gpt-4.1_culture_japan,global,japan,gpt-4.1,english,same_ratio,religion,1.759720530223924,0.20225538768928672,homophily
110,global_gpt-4.1_culture_us,global,us,gpt-4.1,english,cross_ratio,age,0.3655120484528622,0.07368583212609262,homophily
111,global_gpt-4.1_culture_us,global,us,gpt-4.1,english,cross_ratio,gender,0.6145760819120547,0.045404270705758205,homophily
112,global_gpt-4.1_culture_us,global,us,gpt-4.1,english,cross_ratio,political affiliation,0.1317220675252349,0.08829605212345075,homophily
113,global_gpt-4.1_culture_us,global,us,gpt-4.1,english,cross_ratio,race/ethnicity,0.5170998632010944,0.03611306862421032,homophily
114,global_gpt-4.1_culture_us,global,us,gpt-4.1,english,cross_ratio,religion,0.6540391187377299,0.007198062194875133,homophily
115,global_gpt-4.1_culture_us,global,us,gpt-4.1,english,same_ratio,age,2.8125826063970396,0.40560975817467815,homophily
116,global_gpt-4.1_culture_us,global,us,gpt-4.1,english,same_ratio,gender,1.4001739182809947,0.04714187174774237,homophily
117,global_gpt-4.1_culture_us,global,us,gpt-4.1,english,same_ratio,political affiliation,1.9015065388756298,0.09167510237110348,homophily
118,global_gpt-4.1_culture_us,global,us,gpt-4.1,english,same_ratio,race/ethnicity,1.5370182555780934,0.04016022286657888,homophily
119,global_gpt-4.1_culture_us,global,us,gpt-4.1,english,same_ratio,religion,1.6727941176470589,0.013998154604937339,homophily
120,iterative_gpt-4.1-mini_n5_culture_brazil,iterative,brazil,gpt-4.1-mini,english,cross_ratio,age,0.6648783288331523,0.06855370879691386,homophily
121,iterative_gpt-4.1-mini_n5_culture_brazil,iterative,brazil,gpt-4.1-mini,english,cross_ratio,gender,0.9627216867357242,0.01923300167827117,homophily
122,iterative_gpt-4.1-mini_n5_culture_brazil,iterative,brazil,gpt-4.1-mini,english,cross_ratio,political affiliation,0.0,0.0,homophily
123,iterative_gpt-4.1-mini_n5_culture_brazil,iterative,brazil,gpt-4.1-mini,english,cross_ratio,race/ethnicity,0.6592350566980589,0.04439519799877107,homophily
124,iterative_gpt-4.1-mini_n5_culture_brazil,iterative,brazil,gpt-4.1-mini,english,cross_ratio,religion,0.7245338808121804,0.028368395943645035,homophily
125,iterative_gpt-4.1-mini_n5_culture_brazil,iterative,brazil,gpt-4.1-mini,english,same_ratio,age,1.5287251477228874,0.19390928658953802,homophily
126,iterative_gpt-4.1-mini_n5_culture_brazil,iterative,brazil,gpt-4.1-mini,english,same_ratio,gender,1.038704937565571,0.019969040012048644,homophily
127,iterative_gpt-4.1-mini_n5_culture_brazil,iterative,brazil,gpt-4.1-mini,english,same_ratio,political affiliation,2.038269550748752,0.0,homophily
128,iterative_gpt-4.1-mini_n5_culture_brazil,iterative,brazil,gpt-4.1-mini,english,same_ratio,race/ethnicity,1.3789541179823313,0.04937052191242614,homophily
129,iterative_gpt-4.1-mini_n5_culture_brazil,iterative,brazil,gpt-4.1-mini,english,same_ratio,religion,1.5357021404397742,0.05516834691925224,homophily
130,iterative_gpt-4.1-mini_n5_culture_india,iterative,india,gpt-4.1-mini,english,cross_ratio,age,0.6695529820630208,0.02481997728812006,homophily
131,iterative_gpt-4.1-mini_n5_culture_india,iterative,india,gpt-4.1-mini,english,cross_ratio,gender,0.9628824809419048,0.04073969629819302,homophily
132,iterative_gpt-4.1-mini_n5_culture_india,iterative,india,gpt-4.1-mini,english,cross_ratio,political affiliation,0.0,0.0,homophily
133,iterative_gpt-4.1-mini_n5_culture_india,iterative,india,gpt-4.1-mini,english,cross_ratio,race/ethnicity,0.6861952279306941,0.015128896507915886,homophily
134,iterative_gpt-4.1-mini_n5_culture_india,iterative,india,gpt-4.1-mini,english,cross_ratio,religion,0.7567613403500608,0.0436634614320501,homophily
135,iterative_gpt-4.1-mini_n5_culture_india,iterative,india,gpt-4.1-mini,english,same_ratio,age,1.514823444608628,0.005815707353919669,homophily
136,iterative_gpt-4.1-mini_n5_culture_india,iterative,india,gpt-4.1-mini,english,same_ratio,gender,1.0385379898373568,0.04229878617316554,homophily
137,iterative_gpt-4.1-mini_n5_culture_india,iterative,india,gpt-4.1-mini,english,same_ratio,political affiliation,2.038269550748752,0.0,homophily
138,iterative_gpt-4.1-mini_n5_culture_india,iterative,india,gpt-4.1-mini,english,same_ratio,race/ethnicity,1.348972548249487,0.01682437628897568,homophily
139,iterative_gpt-4.1-mini_n5_culture_india,iterative,india,gpt-4.1-mini,english,same_ratio,religion,1.4730290280211558,0.08491283725607826,homophily
140,iterative_gpt-4.1-mini_n5_culture_japan,iterative,japan,gpt-4.1-mini,english,cross_ratio,age,0.6550129984500317,0.0177353477740437,homophily
141,iterative_gpt-4.1-mini_n5_culture_japan,iterative,japan,gpt-4.1-mini,english,cross_ratio,gender,0.9731813684835537,0.004596238914492304,homophily
142,iterative_gpt-4.1-mini_n5_culture_japan,iterative,japan,gpt-4.1-mini,english,cross_ratio,political affiliation,0.0,0.0,homophily
143,iterative_gpt-4.1-mini_n5_culture_japan,iterative,japan,gpt-4.1-mini,english,cross_ratio,race/ethnicity,0.7096693647575336,0.04738401653010188,homophily
144,iterative_gpt-4.1-mini_n5_culture_japan,iterative,japan,gpt-4.1-mini,english,cross_ratio,religion,0.7775694826738501,0.034543377285542465,homophily
145,iterative_gpt-4.1-mini_n5_culture_japan,iterative,japan,gpt-4.1-mini,english,same_ratio,age,1.567141834020256,0.027904382440664652,homophily
146,iterative_gpt-4.1-mini_n5_culture_japan,iterative,japan,gpt-4.1-mini,english,same_ratio,gender,1.027844968496277,0.0047721349128836904,homophily
147,iterative_gpt-4.1-mini_n5_culture_japan,iterative,japan,gpt-4.1-mini,english,same_ratio,political affiliation,2.038269550748752,0.0,homophily
148,iterative_gpt-4.1-mini_n5_culture_japan,iterative,japan,gpt-4.1-mini,english,same_ratio,race/ethnicity,1.3228676891920532,0.052694294244682145,homophily
149,iterative_gpt-4.1-mini_n5_culture_japan,iterative,japan,gpt-4.1-mini,english,same_ratio,religion,1.4325631935501328,0.06717690438462448,homophily
150,iterative_gpt-4.1-mini_n5_culture_us,iterative,us,gpt-4.1-mini,english,cross_ratio,age,0.6362471396952877,0.09191729721546643,homophily
151,iterative_gpt-4.1-mini_n5_culture_us,iterative,us,gpt-4.1-mini,english,cross_ratio,gender,0.9705737607222087,0.0211717977880443,homophily
152,iterative_gpt-4.1-mini_n5_culture_us,iterative,us,gpt-4.1-mini,english,cross_ratio,political affiliation,0.0,0.0,homophily
153,iterative_gpt-4.1-mini_n5_culture_us,iterative,us,gpt-4.1-mini,english,cross_ratio,race/ethnicity,0.7000805532017282,0.03314019792775043,homophily
154,iterative_gpt-4.1-mini_n5_culture_us,iterative,us,gpt-4.1-mini,english,cross_ratio,religion,0.7785478111091279,0.043325718110665615,homophily
155,iterative_gpt-4.1-mini_n5_culture_us,iterative,us,gpt-4.1-mini,english,same_ratio,age,1.5484335637166167,0.1411077147142934,homophily
156,iterative_gpt-4.1-mini_n5_culture_us,iterative,us,gpt-4.1-mini,english,same_ratio,gender,1.0305523682351776,0.021982032977936397,homophily
157,iterative_gpt-4.1-mini_n5_culture_us,iterative,us,gpt-4.1-mini,english,same_ratio,political affiliation,2.038269550748752,0.0,homophily
158,iterative_gpt-4.1-mini_n5_culture_us,iterative,us,gpt-4.1-mini,english,same_ratio,race/ethnicity,1.3335311089394573,0.036854185626550066,homophily
159,iterative_gpt-4.1-mini_n5_culture_us,iterative,us,gpt-4.1-mini,english,same_ratio,religion,1.430660626953643,0.08425602392194323,homophily
160,iterative_gpt-4.1-nano_n5_culture_brazil,iterative,brazil,gpt-4.1-nano,english,cross_ratio,age,0.8447846482974773,0.03135692150786768,homophily
161,iterative_gpt-4.1-nano_n5_culture_brazil,iterative,brazil,gpt-4.1-nano,english,cross_ratio,gender,0.9111937590711177,0.020953212553302413,homophily
162,iterative_gpt-4.1-nano_n5_culture_brazil,iterative,brazil,gpt-4.1-nano,english,cross_ratio,political affiliation,0.8472990747460087,0.05893091030616288,homophily
163,iterative_gpt-4.1-nano_n5_culture_brazil,iterative,brazil,gpt-4.1-nano,english,cross_ratio,race/ethnicity,0.8170250109697237,0.06081304480586367,homophily
164,iterative_gpt-4.1-nano_n5_culture_brazil,iterative,brazil,gpt-4.1-nano,english,cross_ratio,religion,0.9670977447116167,0.054545693000315025,homophily
165,iterative_gpt-4.1-nano_n5_culture_brazil,iterative,brazil,gpt-4.1-nano,english,same_ratio,age,1.0603481812876874,0.01684897504286173,homophily
166,iterative_gpt-4.1-nano_n5_culture_brazil,iterative,brazil,gpt-4.1-nano,english,same_ratio,gender,1.092204815872916,0.02175508258446035,homophily
167,iterative_gpt-4.1-nano_n5_culture_brazil,iterative,brazil,gpt-4.1-nano,english,same_ratio,political affiliation,1.1585447210623805,0.06118616976879497,homophily
168,iterative_gpt-4.1-nano_n5_culture_brazil,iterative,brazil,gpt-4.1-nano,english,same_ratio,race/ethnicity,1.2034808067664282,0.06762829982721036,homophily
169,iterative_gpt-4.1-nano_n5_culture_brazil,iterative,brazil,gpt-4.1-nano,english,same_ratio,religion,1.0639853955007257,0.1060756385510934,homophily
170,iterative_gpt-4.1-nano_n5_culture_india,iterative,india,gpt-4.1-nano,english,cross_ratio,age,0.7831921214932929,0.031101250643102502,homophily
171,iterative_gpt-4.1-nano_n5_culture_india,iterative,india,gpt-4.1-nano,english,cross_ratio,gender,0.8537258599961008,0.036746305597209414,homophily
172,iterative_gpt-4.1-nano_n5_culture_india,iterative,india,gpt-4.1-nano,english,cross_ratio,political affiliation,0.8552461747864453,0.04397829127325593,homophily
173,iterative_gpt-4.1-nano_n5_culture_india,iterative,india,gpt-4.1-nano,english,cross_ratio,race/ethnicity,0.8018622333702266,0.03157891319209958,homophily
174,iterative_gpt-4.1-nano_n5_culture_india,iterative,india,gpt-4.1-nano,english,cross_ratio,religion,1.0065628547330283,0.041158027056622415,homophily
175,iterative_gpt-4.1-nano_n5_culture_india,iterative,india,gpt-4.1-nano,english,same_ratio,age,1.2066654424822012,0.06265974549521958,homophily
176,iterative_gpt-4.1-nano_n5_culture_india,iterative,india,gpt-4.1-nano,english,same_ratio,gender,1.1518719856280084,0.03815257020409089,homophily
177,iterative_gpt-4.1-nano_n5_culture_india,iterative,india,gpt-4.1-nano,english,same_ratio,political affiliation,1.150293489073641,0.04566132072298133,homophily
178,iterative_gpt-4.1-nano_n5_culture_india,iterative,india,gpt-4.1-nano,english,same_ratio,race/ethnicity,1.2203428611658689,0.035117929325697024,homophily
179,iterative_gpt-4.1-nano_n5_culture_india,iterative,india,gpt-4.1-nano,english,same_ratio,religion,0.9872371406754328,0.08004049011732577,homophily
180,iterative_gpt-4.1-nano_n5_culture_japan,iterative,japan,gpt-4.1-nano,english,cross_ratio,age,0.823834766005469,0.030370623353350612,homophily
181,iterative_gpt-4.1-nano_n5_culture_japan,iterative,japan,gpt-4.1-nano,english,cross_ratio,gender,0.8944838056680162,0.04383632626282998,homophily
182,iterative_gpt-4.1-nano_n5_culture_japan,iterative,japan,gpt-4.1-nano,english,cross_ratio,political affiliation,0.8494644062078273,0.051142380639968336,homophily
183,iterative_gpt-4.1-nano_n5_culture_japan,iterative,japan,gpt-4.1-nano,english,cross_ratio,race/ethnicity,0.8258533931728547,0.047121218928520094,homophily
184,iterative_gpt-4.1-nano_n5_culture_japan,iterative,japan,gpt-4.1-nano,english,cross_ratio,religion,0.9722854726432892,0.09016520012527723,homophily
185,iterative_gpt-4.1-nano_n5_culture_japan,iterative,japan,gpt-4.1-nano,english,same_ratio,age,1.194836317598119,0.011190422020948299,homophily
186,iterative_gpt-4.1-nano_n5_culture_japan,iterative,japan,gpt-4.1-nano,english,same_ratio,gender,1.1095542516857868,0.045513922775384574,homophily
187,iterative_gpt-4.1-nano_n5_culture_japan,iterative,japan,gpt-4.1-nano,english,same_ratio,political affiliation,1.156296523338296,0.053099576571281615,homophily
188,iterative_gpt-4.1-nano_n5_culture_japan,iterative,japan,gpt-4.1-nano,english,same_ratio,race/ethnicity,1.1936630369026013,0.05240204518775082,homophily
189,iterative_gpt-4.1-nano_n5_culture_japan,iterative,japan,gpt-4.1-nano,english,same_ratio,religion,1.0538967611336032,0.1753453050513201,homophily
190,iterative_gpt-4.1-nano_n5_culture_us,iterative,us,gpt-4.1-nano,english,cross_ratio,age,0.8178784164833761,0.06692386622243712,homophily
191,iterative_gpt-4.1-nano_n5_culture_us,iterative,us,gpt-4.1-nano,english,cross_ratio,gender,0.9137765426097786,0.08290178453356525,homophily
